codigo,nombre,seleccion,tipo,seccion,orden_original,lo_tengo,repetidos,wishlist
ALG6,Mohamed Amine Tougai,Argelia,Base,Selecciones,754,FALSE,0,FALSE
ALG7,Aïssa Mandi,Argelia,Base,Selecciones,755,FALSE,0,FALSE
ALG8,Ismael Bennacer,Argelia,Base,Selecciones,756,FALSE,0,FALSE
ALG9,Houssem Aouar,Argelia,Base,Selecciones,757,FALSE,0,FALSE
ALG10,Hicham Boudaoui,Argelia,Base,Selecciones,758,FALSE,0,FALSE
ALG11,Ramiz Zerrouki,Argelia,Base,Selecciones,759,FALSE,0,FALSE
ALG12,Nabil Bentaleb,Argelia,Base,Selecciones,760,FALSE,0,FALSE
ALG13,Foto de equipo,Argelia,Base,Selecciones,761,FALSE,0,FALSE
ALG14,Farés Chaibi,Argelia,Base,Selecciones,762,FALSE,0,FALSE
ALG15,Riyad Mahrez,Argelia,Base,Selecciones,763,FALSE,0,FALSE
ALG16,Said Benrahma,Argelia,Base,Selecciones,764,FALSE,0,FALSE
ALG17,Anis Hadj Moussa,Argelia,Base,Selecciones,765,FALSE,0,FALSE
ALG18,Amine Gouiri,Argelia,Base,Selecciones,766,FALSE,0,FALSE
ALG19,Baghdad Bounedjah,Argelia,Base,Selecciones,767,FALSE,0,FALSE
ALG20,Mohammed Amoura,Argelia,Base,Selecciones,768,FALSE,0,FALSE
AUT1,Escudo del equipo,Austria,FOIL,Selecciones,769,FALSE,0,FALSE
AUT2,Alexander Schlager,Austria,Base,Selecciones,770,FALSE,0,FALSE
AUT3,Patrick Pentz,Austria,Base,Selecciones,771,FALSE,0,FALSE
AUT4,David Alaba,Austria,Base,Selecciones,772,FALSE,0,FALSE
AUT5,Kevin Danso,Austria,Base,Selecciones,773,FALSE,0,FALSE
AUT6,Philipp Lienhart,Austria,Base,Selecciones,774,FALSE,0,FALSE
AUT7,Stefan Posch,Austria,Base,Selecciones,775,FALSE,0,FALSE
AUT8,Phillipp Mwene,Austria,Base,Selecciones,776,FALSE,0,FALSE
AUT9,Alexander Prass,Austria,Base,Selecciones,777,FALSE,0,FALSE
AUT10,Xaver Schlager,Austria,Base,Selecciones,778,FALSE,0,FALSE
AUT11,Marcel Sabitzer,Austria,Base,Selecciones,779,FALSE,0,FALSE
AUT12,Konrad Laimer,Austria,Base,Selecciones,780,FALSE,0,FALSE
AUT13,Foto de equipo,Austria,Base,Selecciones,781,FALSE,0,FALSE
AUT14,Florian Grillitsch,Austria,Base,Selecciones,782,FALSE,0,FALSE
AUT15,Nicolas Seiwald,Austria,Base,Selecciones,783,FALSE,0,FALSE
AUT16,Romano Schmid,Austria,Base,Selecciones,784,FALSE,0,FALSE
AUT17,Patrick Wimmer,Austria,Base,Selecciones,785,FALSE,0,FALSE
AUT18,Christoph Baumgartner,Austria,Base,Selecciones,786,FALSE,0,FALSE
AUT19,Michael Gregoritsch,Austria,Base,Selecciones,787,FALSE,0,FALSE
AUT20,Marko Arnautović,Austria,Base,Selecciones,788,FALSE,0,FALSE
JOR1,Escudo del equipo,Jordania,FOIL,Selecciones,789,FALSE,0,FALSE
JOR2,Yazeed Abulaila,Jordania,Base,Selecciones,790,FALSE,0,FALSE
JOR3,Ihsan Haddad,Jordania,Base,Selecciones,791,FALSE,0,FALSE
JOR4,Mohammad Abu Hashish,Jordania,Base,Selecciones,792,FALSE,0,FALSE
JOR5,Yazan Al-Arab,Jordania,Base,Selecciones,793,FALSE,0,FALSE
JOR6,Abdallah Nasib,Jordania,Base,Selecciones,794,FALSE,0,FALSE
JOR7,Saleem Obaid,Jordania,Base,Selecciones,795,FALSE,0,FALSE
JOR8,Mohammad Abualnadi,Jordania,Base,Selecciones,796,FALSE,0,FALSE
JOR9,Ibrahim Saadeh,Jordania,Base,Selecciones,797,FALSE,0,FALSE
JOR10,Nizar Al-Rashdan,Jordania,Base,Selecciones,798,FALSE,0,FALSE
JOR11,Noor Al-Rawabdeh,Jordania,Base,Selecciones,799,FALSE,0,FALSE
JOR12,Mohannad Abu Taha,Jordania,Base,Selecciones,800,FALSE,0,FALSE
JOR13,Foto de equipo,Jordania,Base,Selecciones,801,FALSE,0,FALSE
JOR14,Amer Jamous,Jordania,Base,Selecciones,802,FALSE,0,FALSE
JOR15,Musa Al-Taamari,Jordania,Base,Selecciones,803,FALSE,0,FALSE
JOR16,Yazan Al-Naimat,Jordania,Base,Selecciones,804,FALSE,0,FALSE
JOR17,Mahmoud Al-Mardi,Jordania,Base,Selecciones,805,FALSE,0,FALSE
JOR18,Ali Olwan,Jordania,Base,Selecciones,806,FALSE,0,FALSE
JOR19,Mohammad Abu Zrayq,Jordania,Base,Selecciones,807,FALSE,0,FALSE
JOR20,Ibrahim Sabra,Jordania,Base,Selecciones,808,FALSE,0,FALSE
POR1,Escudo del equipo,Portugal,FOIL,Selecciones,809,FALSE,0,FALSE
POR2,Diogo Costa,Portugal,Base,Selecciones,810,FALSE,0,FALSE
POR3,José Sá,Portugal,Base,Selecciones,811,FALSE,0,FALSE
POR4,Rúben Dias,Portugal,Base,Selecciones,812,FALSE,0,FALSE
POR5,João Cancelo,Portugal,Base,Selecciones,813,FALSE,0,FALSE
POR6,Diogo Dalot,Portugal,Base,Selecciones,814,FALSE,0,FALSE
POR7,Nuno Mendes,Portugal,Base,Selecciones,815,FALSE,0,FALSE
POR8,Gonçalo Inácio,Portugal,Base,Selecciones,816,FALSE,0,FALSE
POR9,Bernardo Silva,Portugal,Base,Selecciones,817,FALSE,0,FALSE
POR10,Bruno Fernandes,Portugal,Base,Selecciones,818,FALSE,0,FALSE
POR11,Rúben Neves,Portugal,Base,Selecciones,819,FALSE,0,FALSE
POR12,Vitinha,Portugal,Base,Selecciones,820,FALSE,0,FALSE
POR13,Foto de equipo,Portugal,Base,Selecciones,821,FALSE,0,FALSE
POR14,João Neves,Portugal,Base,Selecciones,822,FALSE,0,FALSE
POR15,Cristiano Ronaldo,Portugal,Base,Selecciones,823,FALSE,0,FALSE
POR16,Francisco Trincão,Portugal,Base,Selecciones,824,FALSE,0,FALSE
POR17,João Félix,Portugal,Base,Selecciones,825,FALSE,0,FALSE
POR18,Gonçalo Ramos,Portugal,Base,Selecciones,826,FALSE,0,FALSE
POR19,Pedro Neto,Portugal,Base,Selecciones,827,FALSE,0,FALSE
POR20,Rafael Leão,Portugal,Base,Selecciones,828,FALSE,0,FALSE
COD1,Escudo del equipo,RD Congo,FOIL,Selecciones,829,FALSE,0,FALSE
COD2,Lionel Mpasi,RD Congo,Base,Selecciones,830,FALSE,0,FALSE
COD3,Aaron Wan-Bissaka,RD Congo,Base,Selecciones,831,FALSE,0,FALSE
COD4,Axel Tuanzebe,RD Congo,Base,Selecciones,832,FALSE,0,FALSE
COD5,Arthur Masuaku,RD Congo,Base,Selecciones,833,FALSE,0,FALSE
COD6,Chancel Mbemba,RD Congo,Base,Selecciones,834,FALSE,0,FALSE
COD7,Joris Kayembe,RD Congo,Base,Selecciones,835,FALSE,0,FALSE
COD8,Charles Pickel,RD Congo,Base,Selecciones,836,FALSE,0,FALSE
COD9,Ngal'ayel Mukau,RD Congo,Base,Selecciones,837,FALSE,0,FALSE
COD10,Edo Kayembe,RD Congo,Base,Selecciones,838,FALSE,0,FALSE
COD11,Samuel Moutoussamy,RD Congo,Base,Selecciones,839,FALSE,0,FALSE
COD12,Noah Sadiki,RD Congo,Base,Selecciones,840,FALSE,0,FALSE
COD13,Foto de equipo,RD Congo,Base,Selecciones,841,FALSE,0,FALSE
COD14,Théo Bongonda,RD Congo,Base,Selecciones,842,FALSE,0,FALSE
COD15,Meschak Elia,RD Congo,Base,Selecciones,843,FALSE,0,FALSE
COD16,Yoane Wissa,RD Congo,Base,Selecciones,844,FALSE,0,FALSE
COD17,Brian Cipenga,RD Congo,Base,Selecciones,845,FALSE,0,FALSE
COD18,Fiston Mayele,RD Congo,Base,Selecciones,846,FALSE,0,FALSE
COD19,Cédric Bakambu,RD Congo,Base,Selecciones,847,FALSE,0,FALSE
COD20,Nathanaël Mbuku,RD Congo,Base,Selecciones,848,FALSE,0,FALSE
UZB1,Escudo del equipo,Uzbekistán,FOIL,Selecciones,849,FALSE,0,FALSE
UZB2,Utkir Yusupov,Uzbekistán,Base,Selecciones,850,FALSE,0,FALSE
UZB3,Farrukh Saifiev,Uzbekistán,Base,Selecciones,851,FALSE,0,FALSE
UZB4,Sherzod Nasrullaev,Uzbekistán,Base,Selecciones,852,FALSE,0,FALSE
UZB5,Umar Eshmurodov,Uzbekistán,Base,Selecciones,853,FALSE,0,FALSE
UZB6,Husniddin Aliqulov,Uzbekistán,Base,Selecciones,854,FALSE,0,FALSE
UZB7,Rustamjon Ashurmatov,Uzbekistán,Base,Selecciones,855,FALSE,0,FALSE
UZB8,Khojiakbar Alijonov,Uzbekistán,Base,Selecciones,856,FALSE,0,FALSE
UZB9,Abdukodir Khusanov,Uzbekistán,Base,Selecciones,857,FALSE,0,FALSE
UZB10,Odiljon Hamrobekov,Uzbekistán,Base,Selecciones,858,FALSE,0,FALSE
UZB11,Otabek Shukurov,Uzbekistán,Base,Selecciones,859,FALSE,0,FALSE
UZB12,Jamshid Iskanderov,Uzbekistán,Base,Selecciones,860,FALSE,0,FALSE
UZB13,Foto de equipo,Uzbekistán,Base,Selecciones,861,FALSE,0,FALSE
UZB14,Azizbek Turgunboev,Uzbekistán,Base,Selecciones,862,FALSE,0,FALSE
UZB15,Khojimat Erkinov,Uzbekistán,Base,Selecciones,863,FALSE,0,FALSE
UZB16,Eldor Shomurodov,Uzbekistán,Base,Selecciones,864,FALSE,0,FALSE
UZB17,Oston Urunov,Uzbekistán,Base,Selecciones,865,FALSE,0,FALSE
UZB18,Jaloliddin Masharipov,Uzbekistán,Base,Selecciones,866,FALSE,0,FALSE
UZB19,Igor Sergeev,Uzbekistán,Base,Selecciones,867,FALSE,0,FALSE
UZB20,Abbosbek Fayzullaev,Uzbekistán,Base,Selecciones,868,FALSE,0,FALSE
COL1,Escudo del equipo,Colombia,FOIL,Selecciones,869,FALSE,0,FALSE
COL2,Camilo Vargas,Colombia,Base,Selecciones,870,FALSE,0,FALSE
COL3,David Ospina,Colombia,Base,Selecciones,871,FALSE,0,FALSE
COL4,Dávinson Sánchez,Colombia,Base,Selecciones,872,FALSE,0,FALSE
COL5,Yerry Mina,Colombia,Base,Selecciones,873,FALSE,0,FALSE
COL6,Daniel Muñoz,Colombia,Base,Selecciones,874,FALSE,0,FALSE
COL7,Johan Mojica,Colombia,Base,Selecciones,875,FALSE,0,FALSE
COL8,Jhon Lucumí,Colombia,Base,Selecciones,876,FALSE,0,FALSE
COL9,Santiago Arias,Colombia,Base,Selecciones,877,FALSE,0,FALSE
COL10,Jefferson Lerma,Colombia,Base,Selecciones,878,FALSE,0,FALSE
COL11,Kevin Castaño,Colombia,Base,Selecciones,879,FALSE,0,FALSE
COL12,Richard Ríos,Colombia,Base,Selecciones,880,FALSE,0,FALSE
COL13,Foto de equipo,Colombia,Base,Selecciones,881,FALSE,0,FALSE
COL14,James Rodríguez,Colombia,Base,Selecciones,882,FALSE,0,FALSE
COL15,Juan Fernando Quintero,Colombia,Base,Selecciones,883,FALSE,0,FALSE
COL16,Jorge Carrascal,Colombia,Base,Selecciones,884,FALSE,0,FALSE
COL17,Jhon Arias,Colombia,Base,Selecciones,885,FALSE,0,FALSE
COL18,Jhon Córdoba,Colombia,Base,Selecciones,886,FALSE,0,FALSE
COL19,Luis Suárez,Colombia,Base,Selecciones,887,FALSE,0,FALSE
COL20,Luis Díaz,Colombia,Base,Selecciones,888,FALSE,0,FALSE
ENG1,Escudo del equipo,Inglaterra,FOIL,Selecciones,889,FALSE,0,FALSE
ENG2,Jordan Pickford,Inglaterra,Base,Selecciones,890,FALSE,0,FALSE
ENG3,John Stones,Inglaterra,Base,Selecciones,891,FALSE,0,FALSE
ENG4,Marc Guéhi,Inglaterra,Base,Selecciones,892,FALSE,0,FALSE
ENG5,Ezri Konsa,Inglaterra,Base,Selecciones,893,FALSE,0,FALSE
ENG6,Trent Alexander-Arnold,Inglaterra,Base,Selecciones,894,FALSE,0,FALSE
ENG7,Reece James,Inglaterra,Base,Selecciones,895,FALSE,0,FALSE
ENG8,Dan Burn,Inglaterra,Base,Selecciones,896,FALSE,0,FALSE
ENG9,Jordan Henderson,Inglaterra,Base,Selecciones,897,FALSE,0,FALSE
ENG10,Declan Rice,Inglaterra,Base,Selecciones,898,FALSE,0,FALSE
ENG11,Jude Bellingham,Inglaterra,Base,Selecciones,899,FALSE,0,FALSE
ENG12,Cole Palmer,Inglaterra,Base,Selecciones,900,FALSE,0,FALSE
ENG13,Foto de equipo,Inglaterra,Base,Selecciones,901,FALSE,0,FALSE
ENG14,Morgan Rogers,Inglaterra,Base,Selecciones,902,FALSE,0,FALSE
ENG15,Anthony Gordon,Inglaterra,Base,Selecciones,903,FALSE,0,FALSE
ENG16,Phil Foden,Inglaterra,Base,Selecciones,904,FALSE,0,FALSE
ENG17,Bukayo Saka,Inglaterra,Base,Selecciones,905,FALSE,0,FALSE
ENG18,Harry Kane,Inglaterra,Base,Selecciones,906,FALSE,0,FALSE
ENG19,Marcus Rashford,Inglaterra,Base,Selecciones,907,FALSE,0,FALSE
ENG20,Ollie Watkins,Inglaterra,Base,Selecciones,908,FALSE,0,FALSE
CRO1,Escudo del equipo,Croacia,FOIL,Selecciones,909,FALSE,0,FALSE
CRO2,Dominik Livaković,Croacia,Base,Selecciones,910,FALSE,0,FALSE
CRO3,Duje Caleta-Car,Croacia,Base,Selecciones,911,FALSE,0,FALSE
CRO4,Josko Gvardiol,Croacia,Base,Selecciones,912,FALSE,0,FALSE
CRO5,Josip Stanišić,Croacia,Base,Selecciones,913,FALSE,0,FALSE
CRO6,Luka Vušković,Croacia,Base,Selecciones,914,FALSE,0,FALSE
CRO7,Josip Sutalo,Croacia,Base,Selecciones,915,FALSE,0,FALSE
CRO8,Kristijan Jakic,Croacia,Base,Selecciones,916,FALSE,0,FALSE
CRO9,Luka Modrić,Croacia,Base,Selecciones,917,FALSE,0,FALSE
CRO10,Mateo Kovacic,Croacia,Base,Selecciones,918,FALSE,0,FALSE
CRO11,Martin Baturina,Croacia,Base,Selecciones,919,FALSE,0,FALSE
CRO12,Lovro Majer,Croacia,Base,Selecciones,920,FALSE,0,FALSE
CRO13,Foto de equipo,Croacia,Base,Selecciones,921,FALSE,0,FALSE
CRO14,Mario Pasalic,Croacia,Base,Selecciones,922,FALSE,0,FALSE
CRO15,Petar Sucic,Croacia,Base,Selecciones,923,FALSE,0,FALSE
CRO16,Ivan Perišić,Croacia,Base,Selecciones,924,FALSE,0,FALSE
CRO17,Marco Pasalic,Croacia,Base,Selecciones,925,FALSE,0,FALSE
CRO18,Ante Budimir,Croacia,Base,Selecciones,926,FALSE,0,FALSE
CRO19,Andrej Kramarić,Croacia,Base,Selecciones,927,FALSE,0,FALSE
CRO20,Franjo Ivanovic,Croacia,Base,Selecciones,928,FALSE,0,FALSE
GHA1,Escudo del equipo,Ghana,FOIL,Selecciones,929,FALSE,0,FALSE
GHA2,Lawrence Ati-Zigi,Ghana,Base,Selecciones,930,FALSE,0,FALSE
GHA3,Tariq Lamptey,Ghana,Base,Selecciones,931,FALSE,0,FALSE
GHA4,Mohammed Salisu,Ghana,Base,Selecciones,932,FALSE,0,FALSE
GHA5,Alidu Seidu,Ghana,Base,Selecciones,933,FALSE,0,FALSE
GHA6,Alexander Djiku,Ghana,Base,Selecciones,934,FALSE,0,FALSE
GHA7,Gideon Mensah,Ghana,Base,Selecciones,935,FALSE,0,FALSE
GHA8,Caleb Yirenkyi,Ghana,Base,Selecciones,936,FALSE,0,FALSE
GHA9,Abdul Fatawu Issahaku,Ghana,Base,Selecciones,937,FALSE,0,FALSE
GHA10,Thomas Partey,Ghana,Base,Selecciones,938,FALSE,0,FALSE
GHA11,Salis Abdul Samed,Ghana,Base,Selecciones,939,FALSE,0,FALSE
GHA12,Kamaldeen Sulemana,Ghana,Base,Selecciones,940,FALSE,0,FALSE
GHA13,Foto de equipo,Ghana,Base,Selecciones,941,FALSE,0,FALSE
GHA14,Mohammed Kudus,Ghana,Base,Selecciones,942,FALSE,0,FALSE
GHA15,Iñaki Williams,Ghana,Base,Selecciones,943,FALSE,0,FALSE
GHA16,Jordan Ayew,Ghana,Base,Selecciones,944,FALSE,0,FALSE
GHA17,André Ayew,Ghana,Base,Selecciones,945,FALSE,0,FALSE
GHA18,Joseph Paintsil,Ghana,Base,Selecciones,946,FALSE,0,FALSE
GHA19,Osman Bukari,Ghana,Base,Selecciones,947,FALSE,0,FALSE
GHA20,Antoine Semenyo,Ghana,Base,Selecciones,948,FALSE,0,FALSE
PAN1,Escudo del equipo,Panamá,FOIL,Selecciones,949,FALSE,0,FALSE
PAN2,Orlando Mosquera,Panamá,Base,Selecciones,950,FALSE,0,FALSE
PAN3,Luis Mejía,Panamá,Base,Selecciones,951,FALSE,0,FALSE
PAN4,Fidel Escobar,Panamá,Base,Selecciones,952,FALSE,0,FALSE
PAN5,Andrés Andrade,Panamá,Base,Selecciones,953,FALSE,0,FALSE
PAN6,Michael Amir Murillo,Panamá,Base,Selecciones,954,FALSE,0,FALSE
PAN7,Eric Davis,Panamá,Base,Selecciones,955,FALSE,0,FALSE
PAN8,José Córdoba,Panamá,Base,Selecciones,956,FALSE,0,FALSE
PAN9,César Blackman,Panamá,Base,Selecciones,957,FALSE,0,FALSE
PAN10,Cristian Martínez,Panamá,Base,Selecciones,958,FALSE,0,FALSE
PAN11,Aníbal Godoy,Panamá,Base,Selecciones,959,FALSE,0,FALSE
PAN12,Adalberto Carrasquilla,Panamá,Base,Selecciones,960,FALSE,0,FALSE
PAN13,Foto de equipo,Panamá,Base,Selecciones,961,FALSE,0,FALSE
PAN14,Édgar Bárcenas,Panamá,Base,Selecciones,962,FALSE,0,FALSE
PAN15,Carlos Harvey,Panamá,Base,Selecciones,963,FALSE,0,FALSE
PAN16,Ismael Díaz,Panamá,Base,Selecciones,964,FALSE,0,FALSE
PAN17,José Fajardo,Panamá,Base,Selecciones,965,FALSE,0,FALSE
PAN18,Cecilio Waterman,Panamá,Base,Selecciones,966,FALSE,0,FALSE
PAN19,José Luis Rodríguez,Panamá,Base,Selecciones,967,FALSE,0,FALSE
PAN20,Alberto Quintero,Panamá,Base,Selecciones,968,FALSE,0,FALSE
FWC9,Italia 1934,Especial,FOIL,Historia del Mundial,969,FALSE,0,FALSE
FWC10,Uruguay 1950,Especial,FOIL,Historia del Mundial,970,FALSE,0,FALSE
FWC11,Alemania Occidental 1954,Especial,FOIL,Historia del Mundial,971,FALSE,0,FALSE
FWC12,Brasil 1962,Especial,FOIL,Historia del Mundial,972,FALSE,0,FALSE
FWC13,Alemania Occidental 1974,Especial,FOIL,Historia del Mundial,973,FALSE,0,FALSE
FWC14,Argentina 1986,Especial,FOIL,Historia del Mundial,974,FALSE,0,FALSE
FWC15,Brasil 1994,Especial,FOIL,Historia del Mundial,975,FALSE,0,FALSE
FWC16,Brasil 2002,Especial,FOIL,Historia del Mundial,976,FALSE,0,FALSE
FWC17,Italia 2006,Especial,FOIL,Historia del Mundial,977,FALSE,0,FALSE
FWC18,Alemania 2014,Especial,FOIL,Historia del Mundial,978,FALSE,0,FALSE
FWC19,Argentina 2022,Especial,FOIL,Historia del Mundial,979,FALSE,0,FALSE
